loan_id,customer_id,loan_amount,interest_rate,issue_date,loan_status,annual_income,employment_length,scheduled_payment_date,actual_payment_date,amount_due,amount_paid,DaysPastDue,OutstandingBalance,DelinquencyTier
LN000916,10916,34796,7.03,2023-06-15,Current,110661,3 years,2024-01-11,2024-01-11,454.97,1487.51,0,33308.49,Bucket 1 (Low Risk)
LN000917,10917,32421,14.61,2022-03-12,Current,79127,1 year,2022-07-10,2022-07-12,1151.61,818.64,2,31602.36,Bucket 1 (Low Risk)
LN000918,10918,36115,8.86,2023-08-12,Fully Paid,179007,1 year,2024-05-08,2024-05-13,308.93,630.53,5,35484.47,Bucket 1 (Low Risk)
LN000919,10919,14351,14.02,2024-04-24,Current,89707,5 years,2024-10-21,2024-10-26,991.36,852.25,5,13498.75,Bucket 1 (Low Risk)
LN000920,10920,10970,11.18,2023-04-13,Current,102974,3 years,2024-02-07,2024-02-07,515.49,798.06,0,10171.94,Bucket 1 (Low Risk)
LN000921,10921,45483,19.2,2023-04-14,Current,73088,10+ years,2024-02-08,2024-02-07,1434.82,772.26,-1,44710.74,Current
LN000922,10922,20708,21.94,2022-06-11,Current,165964,2 years,2023-05-07,2023-05-06,1166.89,1137.65,-1,19570.35,Current
LN000923,10923,19238,22.36,2023-02-26,Fully Paid,169919,<1 year,2023-08-25,2023-08-24,905.27,1206.48,-1,18031.52,Current
LN000924,10924,26365,13.38,2022-06-18,Current,157661,<1 year,2023-02-13,2023-02-11,1133.38,387.83,-2,25977.17,Current
LN000925,10925,35271,12.86,2024-02-03,Current,75961,3 years,2024-03-04,2024-03-02,1150.92,600.73,-2,34670.27,Current
LN000926,10926,13944,11.89,2024-02-06,Current,145941,<1 year,2024-04-06,2024-04-07,825.27,1156.3,1,12787.7,Bucket 1 (Low Risk)
LN000927,10927,35853,20.77,2024-05-11,Current,29735,5 years,2024-07-10,2024-07-10,941.58,652.97,0,35200.03,Bucket 1 (Low Risk)
LN000928,10928,30614,9.03,2023-11-19,Default,96631,1 year,2024-07-16,,729.7,0.0,720,30614.0,Default / Write-Off
LN000929,10929,19199,18.86,2023-11-23,In Grace Period,140882,10+ years,2023-12-23,2023-12-22,669.99,768.74,-1,18430.26,Current
LN000930,10930,8435,16.77,2022-02-19,Default,77884,1 year,2022-08-18,,1390.51,0.0,1418,8435.0,Default / Write-Off
LN000931,10931,18106,7.64,2023-03-08,Current,28816,2 years,2023-07-06,2023-07-05,1358.74,564.68,-1,17541.32,Current
LN000932,10932,48523,9.02,2022-06-21,Current,159348,<1 year,2022-12-18,2022-12-21,527.46,974.46,3,47548.54,Bucket 1 (Low Risk)
LN000933,10933,18573,22.82,2023-02-09,Fully Paid,56668,1 year,2023-06-09,2023-06-08,508.35,727.89,-1,17845.11,Current
LN000934,10934,31354,17.77,2022-01-13,Current,145265,1 year,2022-03-14,2022-03-16,742.78,1079.93,2,30274.07,Bucket 1 (Low Risk)
LN000935,10935,9412,21.94,2023-02-25,Current,155960,<1 year,2024-02-20,2024-02-20,413.69,602.33,0,8809.67,Bucket 1 (Low Risk)
LN000936,10936,26256,23.67,2023-12-15,Current,59847,2 years,2024-03-14,2024-03-17,1099.64,1473.63,3,24782.37,Bucket 1 (Low Risk)
LN000937,10937,9424,12.03,2023-09-16,Fully Paid,142679,3 years,2024-06-12,2024-06-13,1145.55,904.1,1,8519.9,Bucket 1 (Low Risk)
LN000938,10938,5871,10.19,2023-09-24,Default,57520,2 years,2024-01-22,,1185.5,0.0,896,5871.0,Default / Write-Off
LN000939,10939,20961,17.16,2022-03-03,Current,155738,2 years,2022-07-01,2022-07-01,1070.45,750.9,0,20210.1,Bucket 1 (Low Risk)
LN000940,10940,20601,22.62,2023-09-05,Fully Paid,141320,10+ years,2024-03-03,2024-03-03,1072.32,633.75,0,19967.25,Bucket 1 (Low Risk)
LN000941,10941,7595,15.38,2023-03-01,Late,100616,<1 year,2023-06-29,2023-08-15,546.98,408.46,47,7186.54,Bucket 2 (Medium Risk)
LN000942,10942,8543,22.32,2023-11-12,Fully Paid,83312,5 years,2024-06-09,2024-06-12,1055.74,520.25,3,8022.75,Bucket 1 (Low Risk)
LN000943,10943,9234,21.66,2022-03-13,Fully Paid,38659,10+ years,2022-06-11,2022-06-12,508.41,450.67,1,8783.33,Bucket 1 (Low Risk)
LN000944,10944,40969,20.96,2022-07-29,Current,45490,3 years,2023-07-24,2023-07-29,1166.01,673.76,5,40295.24,Bucket 1 (Low Risk)
LN000945,10945,21051,13.63,2023-09-13,Current,99803,5 years,2024-05-10,2024-05-11,1237.55,626.23,1,20424.77,Bucket 1 (Low Risk)
LN000946,10946,10243,23.12,2023-01-04,Current,68978,3 years,2023-09-01,2023-09-05,1181.91,906.35,4,9336.65,Bucket 1 (Low Risk)
LN000947,10947,15215,20.75,2024-03-23,Current,124986,3 years,2024-05-22,2024-05-24,483.36,1014.22,2,14200.78,Bucket 1 (Low Risk)
LN000948,10948,16514,10.63,2023-04-20,Current,99245,3 years,2024-01-15,2024-01-20,463.99,386.33,5,16127.67,Bucket 1 (Low Risk)
LN000949,10949,35753,9.52,2022-07-14,Current,156255,10+ years,2023-07-09,2023-07-12,1410.83,889.74,3,34863.26,Bucket 1 (Low Risk)
LN000950,10950,30863,23.47,2023-01-18,Current,105690,10+ years,2023-11-14,2023-11-13,346.59,790.55,-1,30072.45,Current
LN000951,10951,13157,12.93,2023-08-03,Current,139372,2 years,2024-07-28,2024-07-31,886.35,911.53,3,12245.47,Bucket 1 (Low Risk)
LN000952,10952,29129,18.54,2023-10-29,Current,136159,10+ years,2024-02-26,2024-02-27,1405.76,873.27,1,28255.73,Bucket 1 (Low Risk)
LN000953,10953,28685,17.36,2023-11-24,Current,63766,2 years,2024-09-19,2024-09-24,476.84,1433.12,5,27251.88,Bucket 1 (Low Risk)
LN000954,10954,21214,16.84,2023-11-10,Fully Paid,28234,<1 year,2024-01-09,2024-01-13,1003.39,777.2,4,20436.8,Bucket 1 (Low Risk)
LN000955,10955,10265,15.33,2022-07-13,Fully Paid,68469,3 years,2022-12-10,2022-12-12,939.84,900.78,2,9364.22,Bucket 1 (Low Risk)
LN000956,10956,30086,16.55,2024-01-22,Current,48297,<1 year,2024-12-17,2024-12-20,622.83,1277.07,3,28808.93,Bucket 1 (Low Risk)
LN000957,10957,18731,22.74,2023-02-12,Late,26683,1 year,2023-10-10,2023-10-15,1228.49,187.18,5,18543.82,Bucket 1 (Low Risk)
LN000958,10958,32383,15.45,2023-11-02,Current,137970,1 year,2024-01-31,2024-02-03,461.2,523.68,3,31859.32,Bucket 1 (Low Risk)
LN000959,10959,36881,9.28,2022-04-23,Current,80724,1 year,2022-08-21,2022-08-19,1271.01,1199.9,-2,35681.1,Current
LN000960,10960,17575,10.67,2024-06-11,Current,53624,10+ years,2024-09-09,2024-09-08,753.27,651.75,-1,16923.25,Current
LN000961,10961,23137,7.16,2022-01-31,In Grace Period,150277,3 years,2022-12-27,2022-12-26,619.3,311.41,-1,22825.59,Current
LN000962,10962,5473,17.98,2024-03-19,Fully Paid,50386,1 year,2024-12-14,2024-12-12,924.09,750.8,-2,4722.2,Current
LN000963,10963,22421,22.78,2023-04-30,Default,137578,2 years,2023-10-27,,1118.23,0.0,983,22421.0,Default / Write-Off
LN000964,10964,27483,23.99,2024-04-16,Current,119689,10+ years,2024-11-12,2024-11-16,1470.37,1032.97,4,26450.03,Bucket 1 (Low Risk)
LN000965,10965,26643,20.51,2022-01-04,Current,130331,10+ years,2022-04-04,2022-04-02,1342.81,1022.29,-2,25620.71,Current
LN000966,10966,23315,23.12,2024-02-09,Fully Paid,121581,3 years,2024-12-05,2024-12-10,1092.27,917.9,5,22397.1,Bucket 1 (Low Risk)
LN000967,10967,5205,23.75,2024-04-12,Current,119425,<1 year,2025-04-07,2025-04-10,580.27,1113.52,3,4091.48,Bucket 1 (Low Risk)
LN000968,10968,36754,13.2,2023-09-20,Default,116313,3 years,2024-05-17,,1484.25,0.0,780,36754.0,Default / Write-Off
LN000969,10969,11583,19.22,2022-10-28,Late,62528,5 years,2023-08-24,2023-11-01,897.51,128.57,69,11454.43,Bucket 3 (High Risk)
LN000970,10970,10707,11.42,2023-11-21,Fully Paid,147369,1 year,2024-07-18,2024-07-17,948.8,878.6,-1,9828.4,Current
LN000971,10971,20948,9.81,2024-02-11,Fully Paid,48444,<1 year,2024-09-08,2024-09-06,1414.76,492.28,-2,20455.72,Current
LN000972,10972,30132,19.79,2022-08-14,Late,149859,10+ years,2022-10-13,2023-01-11,941.45,222.18,90,29909.82,Bucket 3 (High Risk)
LN000973,10973,37241,7.63,2023-12-10,Current,83669,5 years,2024-10-05,2024-10-04,752.41,1072.78,-1,36168.22,Current
LN000974,10974,30011,17.77,2024-03-14,In Grace Period,139547,1 year,2024-07-12,2024-07-14,405.22,438.83,2,29572.17,Bucket 1 (Low Risk)
LN000975,10975,10841,12.12,2023-08-30,Fully Paid,55436,5 years,2024-02-26,2024-02-26,1444.88,1324.0,0,9517.0,Bucket 1 (Low Risk)
LN000976,10976,42808,19.26,2022-11-15,Current,165405,1 year,2023-06-13,2023-06-17,738.03,683.57,4,42124.43,Bucket 1 (Low Risk)
LN000977,10977,49518,22.81,2022-05-10,In Grace Period,179868,1 year,2022-07-09,2022-07-13,1322.83,311.03,4,49206.97,Bucket 1 (Low Risk)
LN000978,10978,25704,8.6,2022-10-31,Fully Paid,156028,10+ years,2023-06-28,2023-06-28,475.04,1021.76,0,24682.24,Bucket 1 (Low Risk)
LN000979,10979,48604,21.28,2024-04-27,Late,108922,2 years,2025-01-22,2025-02-11,1317.2,346.11,20,48257.89,Bucket 1 (Low Risk)
LN000980,10980,42615,14.61,2024-04-28,Current,101413,10+ years,2024-11-24,2024-11-22,699.77,1477.37,-2,41137.63,Current
LN000981,10981,18802,21.27,2024-04-09,Current,38779,1 year,2024-12-05,2024-12-09,1278.01,658.92,4,18143.08,Bucket 1 (Low Risk)
LN000982,10982,15432,23.84,2023-07-16,Current,135739,10+ years,2024-03-12,2024-03-15,769.28,1209.26,3,14222.74,Bucket 1 (Low Risk)
LN000983,10983,39592,19.08,2022-10-17,Late,76142,10+ years,2023-07-14,2023-09-07,688.1,187.59,55,39404.41,Bucket 2 (Medium Risk)
LN000984,10984,43036,21.59,2022-02-25,Fully Paid,104711,3 years,2023-01-21,2023-01-21,830.26,992.59,0,42043.41,Bucket 1 (Low Risk)
LN000985,10985,36617,11.24,2022-05-29,Current,76289,10+ years,2023-04-24,2023-04-22,1327.37,734.67,-2,35882.33,Current
LN000986,10986,11681,18.21,2024-05-29,Current,136964,10+ years,2024-08-27,2024-08-25,1468.99,415.26,-2,11265.74,Current
LN000987,10987,16772,23.01,2022-05-01,Fully Paid,113732,5 years,2022-11-27,2022-11-27,784.79,1052.37,0,15719.630000000001,Bucket 1 (Low Risk)
LN000988,10988,7227,8.14,2023-02-11,Current,70216,10+ years,2024-02-06,2024-02-10,1489.4,1231.02,4,5995.98,Bucket 1 (Low Risk)
LN000989,10989,48957,17.85,2024-03-07,Current,125165,2 years,2025-01-31,2025-02-05,444.0,740.79,5,48216.21,Bucket 1 (Low Risk)
LN000990,10990,10415,8.2,2023-10-19,Late,158627,1 year,2023-11-18,2024-02-06,987.16,615.68,80,9799.32,Bucket 3 (High Risk)
LN000991,10991,22938,18.49,2022-04-07,Default,72473,3 years,2022-12-03,,1499.95,0.0,1311,22938.0,Default / Write-Off
LN000992,10992,33420,11.37,2022-05-09,Current,41645,10+ years,2023-02-03,2023-02-03,1140.89,786.4,0,32633.6,Bucket 1 (Low Risk)
LN000993,10993,30807,16.01,2023-07-04,Default,163959,3 years,2023-09-02,,922.68,0.0,1038,30807.0,Default / Write-Off
LN000994,10994,43320,15.7,2024-04-18,Default,57529,1 year,2025-03-14,,1377.12,0.0,479,43320.0,Default / Write-Off
LN000995,10995,16840,21.52,2023-12-13,Current,170416,3 years,2024-06-10,2024-06-09,990.1,346.97,-1,16493.03,Current
LN000996,10996,47771,8.9,2023-07-30,Current,34176,<1 year,2023-09-28,2023-09-30,953.31,736.27,2,47034.73,Bucket 1 (Low Risk)
LN000997,10997,32725,23.59,2023-11-05,Current,103800,<1 year,2024-08-01,2024-08-03,833.9,1090.99,2,31634.01,Bucket 1 (Low Risk)
LN000998,10998,42818,14.83,2022-11-17,In Grace Period,117305,5 years,2023-08-14,2023-08-15,1095.14,1125.52,1,41692.48,Bucket 1 (Low Risk)
LN000999,10999,7931,10.27,2022-07-12,Current,81416,1 year,2023-05-08,2023-05-09,632.87,1010.14,1,6920.86,Bucket 1 (Low Risk)
LN001000,11000,45783,13.6,2023-07-18,Current,125081,10+ years,2023-10-16,2023-10-20,1433.69,847.28,4,44935.72,Bucket 1 (Low Risk)
